date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:08:56	94012/94012	---MCZ	200	added ('OK')	text/html	etag:70b7444cd8a3bb15b1eaff9ace509a5c	https://bafnd.online/	C:/Users/Padmin/Desktop/BAFND/b&f/bafnd.online/index.html	(from )
07:08:56	34/34	---MCZ	200	added ('OK')	text/plain	etag:6978a616c585d03cb5b542a891995efb	https://bafnd.online/robots.txt		(from )
07:08:56	425/425	---MCZ	200	added ('OK')	application/manifest+json	etag:fe0691b0a36f2f1c4d9997f242783bbd	https://bafnd.online/manifest.webmanifest	C:/Users/Padmin/Desktop/BAFND/b&f/bafnd.online/manifest.webmanifest	(from https://bafnd.online/)
07:08:56	32904/32904	---MCZ	200	added ('OK')	application/javascript	etag:2234d04edffa1c1795927d075e037b37	https://bafnd.online/sw.js	C:/Users/Padmin/Desktop/BAFND/b&f/bafnd.online/sw.js	(from https://bafnd.online/)
07:08:57	72225/72225	---MCZ	200	added ('OK')	text/html	etag:ccc1e911ac94ce17ff4be867e956de65	https://bafnd.online/about-us	C:/Users/Padmin/Desktop/BAFND/b&f/bafnd.online/about-us.html	(from https://bafnd.online/)
07:08:57	64824/64824	---MCZ	200	added ('OK')	text/html	etag:b6851387994e9e0229c48f94b7b24313	https://bafnd.online/services	C:/Users/Padmin/Desktop/BAFND/b&f/bafnd.online/services.html	(from https://bafnd.online/)
07:08:57	59486/59486	---MCZ	200	added ('OK')	text/html	etag:0a2761e4c30a3e568107b650da203e58	https://bafnd.online/contact-us	C:/Users/Padmin/Desktop/BAFND/b&f/bafnd.online/contact-us.html	(from https://bafnd.online/)
07:08:58	65421/65421	---M-Z	200	added ('OK')	application/javascript	etag:%22a677a666deca9a9ae904f64eb6ae690a%22	http://img1.wsimg.com/blobby/go/328253b7-aa93-490e-afc5-4a6d2f3a7819/gpub/5cbf50477cdb072f/script.js	C:/Users/Padmin/Desktop/BAFND/b&f/img1.wsimg.com/blobby/go/328253b7-aa93-490e-afc5-4a6d2f3a7819/gpub/5cbf50477cdb072f/script.js	(from https://bafnd.online/)
07:09:00	34323/34323	---M-Z	200	added ('OK')	application/javascript	etag:%22f4ecd210aae0299e206a7706f9fd3a18%22	http://img1.wsimg.com/blobby/go/328253b7-aa93-490e-afc5-4a6d2f3a7819/gpub/9543c6391d3b0b18/script.js	C:/Users/Padmin/Desktop/BAFND/b&f/img1.wsimg.com/blobby/go/328253b7-aa93-490e-afc5-4a6d2f3a7819/gpub/9543c6391d3b0b18/script.js	(from https://bafnd.online/)
07:09:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2021%20Nov%202024%2015:09:00%20GMT	http://img1.wsimg.com/traffic-assets/js/tccl-tti.min.js	C:/Users/Padmin/Desktop/BAFND/b&f/img1.wsimg.com/traffic-assets/js/tccl-tti.min.8.delayed	(from https://bafnd.online/)
